condition,cond_type,suspicion,type_injected,image,tp,raw,w_dev,h_dev,dx,dy,margin,shift_vs_size,match_iou,conf,p_h,p_w,aspect,area_frac,n_labels,covered_by_others,touches_edge
rot_p7_5,rotation,height,1,000512.png,1,0.2554,0.0552,0.2554,-0.0193,-0.0199,-0.2002,-0.2355,0.755,0.864,31.9,57.1,1.791,0.003905,1,0.0,0
rot_p7_5,rotation,translation_y,0,000521.png,0,0.1324,0.1183,-0.0291,0.0658,0.1324,0.0892,0.0141,0.684,0.5935,19.5,26.8,1.371,0.001121,4,0.0,0
rot_p7_5,rotation,height,1,000537.png,1,0.2459,0.016,0.2459,0.0527,-0.0232,-0.2299,-0.1932,0.729,0.5992,21.4,36.5,1.704,0.001679,2,0.0,0
rot_p7_5,rotation,height,1,000539.png,0,0.1396,-0.0533,-0.1396,-0.0104,-0.038,-0.0862,-0.1016,0.815,0.8233,30.5,63.2,2.07,0.004145,7,0.278,0
rot_p7_5,rotation,width,1,000539.png,1,0.238,-0.238,0.0916,0.0748,-0.0205,0.1463,-0.1632,0.712,0.6364,21.2,47.7,2.253,0.002168,7,0.452,0
rot_p7_5,rotation,width,1,000539.png,0,0.2256,0.2256,-0.0399,-0.1268,0.0656,0.1857,-0.0987,0.707,0.7479,23.8,45.0,1.888,0.002302,7,0.346,0
rot_p7_5,rotation,height,1,000539.png,1,0.2106,-0.0406,0.2106,-0.1234,-0.1124,-0.17,-0.0872,0.648,0.2871,22.9,44.7,1.954,0.002193,7,0.32,0
rot_p7_5,rotation,width,1,000556.png,1,0.1242,0.1242,0.0851,0.0217,-0.0232,0.0392,-0.101,0.82,0.7901,29.3,40.6,1.387,0.002548,2,0.0,0
rot_p7_5,rotation,height,1,000577.png,1,0.1566,0.0677,0.1566,0.0282,-0.0134,-0.0889,-0.1284,0.81,0.8921,93.4,105.7,1.132,0.021202,5,0.392,0
rot_p7_5,rotation,width,1,000577.png,0,0.1938,0.1938,-0.1132,-0.1024,0.0588,0.0806,-0.0913,0.746,0.4308,130.9,69.6,0.532,0.019575,5,0.0,1
rot_p7_5,rotation,width,1,000601.png,0,0.1387,-0.1387,-0.0578,0.0068,0.0038,0.0809,-0.1319,0.811,0.6537,22.8,25.9,1.136,0.001267,2,0.0,0
rot_p7_5,rotation,height,1,000612.png,1,0.2028,0.0867,0.2028,0.0034,-0.0085,-0.116,-0.1943,0.765,0.9204,160.1,250.8,1.567,0.086198,9,0.609,1
rot_p7_5,rotation,height,1,000612.png,0,0.1528,0.0444,0.1528,-0.0866,0.0571,-0.1084,-0.0662,0.738,0.254,27.2,72.2,2.658,0.004215,9,0.671,0
rot_p7_5,rotation,height,1,000612.png,1,0.4199,0.008,0.4199,0.0152,0.0448,-0.4119,-0.3751,0.685,0.7403,45.4,146.3,3.226,0.014246,9,0.389,0
rot_p7_5,rotation,height,1,000612.png,0,0.2662,-0.1559,0.2662,0.0496,-0.1841,-0.1103,-0.0821,0.632,0.2632,46.1,133.0,2.888,0.013155,9,0.395,0
rot_p7_5,rotation,width,1,000616.png,0,0.1483,0.1483,0.0428,-0.0549,0.0122,0.1055,-0.0934,0.835,0.6724,30.2,43.9,1.455,0.002843,3,0.111,0
rot_p7_5,rotation,height,1,000623.png,1,0.1904,0.0498,0.1904,0.0137,-0.0102,-0.1406,-0.1766,0.8,0.9055,163.6,241.7,1.478,0.08489,7,0.0,1
rot_p7_5,rotation,height,1,000623.png,1,0.1661,0.0449,0.1661,-0.0497,0.0173,-0.1213,-0.1164,0.781,0.7128,25.4,38.4,1.51,0.002098,7,0.174,0
rot_p7_5,rotation,height,1,000623.png,1,0.1343,0.1178,0.1343,-0.0667,-0.0519,-0.0165,-0.0676,0.778,0.7259,43.5,61.7,1.419,0.005753,7,0.561,0
rot_p7_5,rotation,scale,1,000623.png,1,0.1586,0.1592,0.1581,0.0129,-0.0205,0.0012,-0.1388,0.745,0.8222,151.9,147.1,0.968,0.047978,7,0.0,1
rot_p7_5,rotation,width,1,000623.png,0,0.1745,-0.1745,-0.0241,0.0363,-0.07,0.1504,-0.1045,0.723,0.3458,81.7,184.4,2.257,0.032358,7,0.031,0
rot_p7_5,rotation,scale,1,000630.png,1,0.1524,0.1519,0.1528,0.0154,-0.0053,-0.0009,-0.1374,0.753,0.8081,31.0,31.9,1.03,0.00212,1,0.0,0
rot_p7_5,rotation,height,1,000647.png,1,0.1404,0.0738,0.1404,0.0007,-0.0169,-0.0666,-0.1235,0.817,0.9008,64.4,73.8,1.147,0.010182,6,0.007,0
rot_p7_5,rotation,height,1,000647.png,1,0.1933,-0.0013,0.1933,0.0227,-0.0033,-0.192,-0.1706,0.804,0.4465,48.3,74.9,1.551,0.007756,6,0.252,0
rot_p7_5,rotation,height,1,000647.png,1,0.2643,0.1184,0.2643,0.097,-0.098,-0.1459,-0.1664,0.663,0.2771,15.7,29.4,1.874,0.00099,6,0.0,0
rot_p7_5,rotation,width,1,000657.png,0,0.1335,-0.1335,-0.0373,-0.0163,-0.0605,0.0962,-0.073,0.77,0.3552,15.7,21.1,1.348,0.000709,2,0.0,0
rot_p7_5,rotation,translation_y,0,000657.png,1,0.1368,0.103,0.1049,-0.0259,-0.1368,-0.0019,0.032,0.703,0.5261,17.4,21.1,1.211,0.000788,2,0.0,0
rot_p7_5,rotation,width,1,000664.png,1,0.1274,0.1274,0.0741,0.0023,0.0165,0.0533,-0.1109,0.826,0.9305,58.1,59.4,1.022,0.00746,5,0.315,0
rot_p7_5,rotation,width,1,000664.png,0,0.2198,0.2198,0.0663,0.0964,-0.0158,0.1536,-0.1235,0.769,0.5068,37.1,38.7,1.042,0.003103,5,0.705,0
rot_p7_5,rotation,height,1,000682.png,1,0.137,0.0756,0.137,-0.0009,-0.02,-0.0614,-0.117,0.818,0.6042,23.1,28.7,1.244,0.001423,2,0.0,0
rot_p7_5,rotation,height,1,000683.png,1,0.1429,0.0337,0.1429,0.0259,0.0091,-0.1093,-0.117,0.832,0.809,26.2,43.0,1.641,0.002424,4,0.0,0
rot_p7_5,rotation,height,1,000683.png,1,0.1515,0.0511,0.1515,0.0731,0.0064,-0.1004,-0.0784,0.757,0.6305,24.7,36.5,1.478,0.001934,4,0.0,0
rot_p7_5,rotation,height,1,000714.png,1,0.1703,0.1029,0.1703,-0.0082,-0.0322,-0.0674,-0.1381,0.775,0.8779,57.8,76.4,1.321,0.009487,6,0.0,0
rot_p7_5,rotation,width,1,000725.png,0,0.173,-0.173,-0.0084,-0.0649,0.0029,0.1645,-0.1081,0.82,0.7178,67.4,164.2,2.437,0.023699,7,0.316,0
rot_p7_5,rotation,width,1,000725.png,0,0.2127,0.2127,0.0014,0.1021,-0.0243,0.2113,-0.1106,0.789,0.7433,86.1,138.4,1.608,0.025543,7,0.909,1
rot_p7_5,rotation,height,1,000725.png,1,0.2707,0.0408,0.2707,0.0118,0.0125,-0.23,-0.2583,0.756,0.9114,107.0,235.2,2.199,0.053912,7,0.409,0
rot_p7_5,rotation,width,1,000725.png,1,0.2212,0.2212,-0.0443,0.035,0.0637,0.177,-0.1575,0.73,0.8326,185.2,130.5,0.705,0.051786,7,0.482,1
rot_p7_5,rotation,width,1,000729.png,0,0.1238,0.1238,0.0875,-0.0762,0.0093,0.0363,-0.0476,0.797,0.6637,44.7,128.7,2.877,0.012365,6,0.479,0
rot_p7_5,rotation,scale,1,000729.png,1,0.1567,0.1539,0.1595,0.0043,-0.0335,-0.0056,-0.126,0.747,0.8823,203.1,183.0,0.901,0.079777,6,0.556,1
rot_p7_5,rotation,height,1,000729.png,1,0.2674,0.0249,0.2674,-0.0462,0.0054,-0.2425,-0.2211,0.725,0.2769,40.4,95.1,2.352,0.008249,6,0.058,0
rot_p7_5,rotation,height,1,000747.png,1,0.1824,0.0629,0.1824,-0.0045,0.0679,-0.1195,-0.1145,0.796,0.8177,31.3,51.5,1.647,0.003457,5,0.39,0
rot_p7_5,rotation,width,1,000747.png,0,0.1481,0.1481,0.0896,-0.0953,0.0145,0.0586,-0.0529,0.769,0.372,30.6,38.5,1.261,0.002527,5,0.536,0
rot_p7_5,rotation,height,1,000747.png,0,0.2514,0.0713,0.2514,0.0237,0.0259,-0.18,-0.2255,0.746,0.6725,18.2,23.0,1.262,0.000897,5,0.0,0
rot_p7_5,rotation,translation_y,0,000747.png,1,0.1316,-0.0166,0.0234,-0.056,0.1316,-0.0068,0.1082,0.696,0.6663,27.7,30.3,1.094,0.001805,5,0.0,0
rot_p7_5,rotation,height,1,000747.png,1,0.322,-0.1475,0.322,-0.0779,0.0043,-0.1745,-0.2441,0.663,0.4229,28.6,98.4,3.433,0.00605,5,0.0,0
rot_p7_5,rotation,height,1,000779.png,1,0.3215,0.0404,0.3215,0.0012,0.0026,-0.2812,-0.3189,0.727,0.8938,94.7,245.2,2.589,0.049877,1,0.0,0
rot_p7_5,rotation,height,1,000843.png,1,0.1854,0.0298,0.1854,0.0057,-0.0173,-0.1555,-0.168,0.819,0.929,101.0,195.6,1.937,0.042391,9,0.177,0
rot_p7_5,rotation,height,1,000843.png,1,0.1431,0.0727,0.1431,-0.0119,0.0084,-0.0703,-0.1312,0.816,0.943,164.3,203.4,1.238,0.071776,9,0.104,1
rot_p7_5,rotation,height,1,000843.png,1,0.1778,-0.0346,0.1778,0.0239,-0.0637,-0.1432,-0.1141,0.814,0.4797,18.8,25.8,1.373,0.001045,9,0.0,0
rot_p7_5,rotation,height,1,000843.png,1,0.2007,0.0715,0.2007,0.0081,-0.0224,-0.1292,-0.1783,0.777,0.9357,123.0,195.0,1.586,0.051494,9,0.025,0
rot_p7_5,rotation,scale,1,000843.png,1,0.1432,0.1337,0.1527,-0.0367,-0.0128,-0.019,-0.116,0.765,0.5868,21.4,28.7,1.338,0.001319,9,0.0,0
rot_p7_5,rotation,width,1,000846.png,0,0.1361,0.1361,0.0026,-0.038,0.0226,0.1336,-0.0981,0.843,0.6837,22.7,58.7,2.582,0.002862,7,0.0,0
rot_p7_5,rotation,translation_y,0,000846.png,0,0.1004,-0.074,-0.0744,-0.0067,-0.1004,-0.0005,0.0259,0.755,0.5192,15.9,26.5,1.66,0.000907,7,0.0,0
rot_p7_5,rotation,height,1,000846.png,0,0.2328,-0.044,-0.2328,0.007,-0.0514,-0.1888,-0.1815,0.733,0.5703,32.5,70.1,2.157,0.00489,7,0.168,0
rot_p7_5,rotation,width,1,000846.png,0,0.5633,0.5633,0.0676,0.0473,-0.1453,0.4957,-0.418,0.499,0.558,22.5,56.9,2.524,0.002752,7,0.0,0
rot_p7_5,rotation,width,1,000859.png,0,0.2538,0.2538,0.0552,-0.136,-0.0309,0.1986,-0.1178,0.74,0.6945,172.6,106.1,0.615,0.039311,6,0.0,1
rot_p7_5,rotation,height,1,000859.png,1,0.2146,0.1141,0.2146,-0.0052,0.0108,-0.1005,-0.2038,0.739,0.9184,116.8,165.8,1.419,0.041597,6,0.13,0
rot_p7_5,rotation,width,1,000859.png,0,0.2669,0.2669,0.0911,-0.0987,0.0148,0.1758,-0.1682,0.723,0.6033,21.8,30.6,1.407,0.00143,6,0.304,0
rot_p7_5,rotation,height,1,000882.png,1,0.1231,0.0857,0.1231,-0.0344,0.05,-0.0375,-0.0731,0.82,0.897,34.9,37.5,1.075,0.002812,9,0.409,0
rot_p7_5,rotation,scale,1,000882.png,0,0.1374,-0.1534,-0.1214,0.0337,-0.0584,0.032,-0.0951,0.744,0.6687,26.7,29.5,1.106,0.001689,9,0.104,0
rot_p7_5,rotation,height,1,000893.png,1,0.3891,0.0922,0.3891,0.0078,-0.0131,-0.2968,-0.376,0.659,0.899,52.1,127.3,2.444,0.01424,1,0.0,0
rot_p7_5,rotation,height,1,000897.png,1,0.3823,0.1069,0.3823,0.0028,0.0011,-0.2754,-0.3795,0.654,0.7559,38.4,85.3,2.222,0.007023,2,0.0,0
rot_p7_5,rotation,width,1,000910.png,0,0.1353,0.1353,0.0072,0.0346,0.0019,0.1281,-0.1007,0.875,0.397,26.6,56.4,2.125,0.003219,8,0.643,0
rot_p7_5,rotation,height,1,000910.png,1,0.2391,0.0378,0.2391,-0.0108,-0.0167,-0.2012,-0.2224,0.778,0.9111,152.0,293.2,1.929,0.095702,8,0.142,1
rot_p7_5,rotation,height,1,000918.png,1,0.2158,0.0755,0.2158,0.0022,0.016,-0.1403,-0.1998,0.765,0.9528,201.3,399.0,1.982,0.172467,7,0.0,1
rot_p7_5,rotation,scale,1,000918.png,1,0.1608,0.1833,0.1383,-0.0385,-0.0698,0.045,-0.1135,0.742,0.2541,46.7,43.5,0.932,0.004365,7,0.802,0
rot_p7_5,rotation,scale,1,000918.png,1,0.1633,0.1756,0.151,0.0158,0.0048,0.0246,-0.1598,0.739,0.8902,54.6,55.5,1.017,0.006505,7,0.536,0
rot_p7_5,rotation,height,1,000933.png,1,0.1674,0.0888,0.1674,0.0153,0.0189,-0.0786,-0.1485,0.787,0.8974,43.4,60.5,1.395,0.005629,1,0.0,0
rot_p7_5,rotation,height,1,000936.png,1,0.1267,0.056,0.1267,0.0145,0.012,-0.0707,-0.1122,0.84,0.897,221.3,280.6,1.268,0.133307,12,0.271,1
rot_p7_5,rotation,height,1,000936.png,1,0.2656,0.0443,0.2656,-0.0124,-0.0068,-0.2213,-0.2532,0.757,0.9093,137.9,253.7,1.84,0.075077,12,0.374,0
rot_p7_5,rotation,height,1,000936.png,1,0.4062,0.0391,0.4062,-0.0169,0.0114,-0.3671,-0.3893,0.684,0.821,78.5,219.6,2.796,0.037044,12,0.793,0
rot_p7_5,rotation,height,1,000936.png,0,0.2352,-0.1165,-0.2352,0.0275,-0.139,-0.1187,-0.0962,0.645,0.272,61.4,122.0,1.986,0.016092,12,1.0,0
rot_p7_5,rotation,height,1,000936.png,1,0.4504,0.0661,0.4504,-0.0563,0.2217,-0.3843,-0.2287,0.622,0.3914,93.0,152.8,1.643,0.030519,12,1.0,1
rot_p7_5,rotation,scale,1,000936.png,0,0.2317,-0.2473,-0.2161,0.0445,-0.0796,0.0312,-0.1677,0.59,0.3649,38.0,90.9,2.389,0.007423,12,1.0,0
rot_p7_5,rotation,scale,1,000970.png,1,0.1449,0.1222,0.1675,-0.0151,-0.0127,-0.0453,-0.1524,0.763,0.8941,79.5,122.6,1.541,0.020937,6,0.148,0
rot_p7_5,rotation,height,1,000970.png,1,0.3707,0.079,0.3707,-0.0122,-0.008,-0.2917,-0.3584,0.676,0.8594,76.9,162.2,2.108,0.026781,6,0.0,0
rot_p7_5,rotation,height,1,000985.png,1,0.169,0.0825,0.169,-0.0443,0.0327,-0.0866,-0.1247,0.786,0.8125,42.1,68.7,1.633,0.006193,11,0.624,0
rot_p7_5,rotation,height,1,000985.png,1,0.2469,0.0564,0.2469,-0.0119,0.0091,-0.1905,-0.235,0.759,0.9612,182.6,376.0,2.058,0.147156,11,0.126,1
rot_p7_5,rotation,scale,1,000985.png,1,0.1516,0.1435,0.1596,-0.0613,0.0426,-0.0161,-0.0983,0.754,0.2608,21.5,27.0,1.255,0.001249,11,0.163,0
rot_p7_5,rotation,height,1,000985.png,1,0.4148,0.0654,0.4148,0.0037,0.0644,-0.3494,-0.3503,0.663,0.344,58.9,128.5,2.182,0.016225,11,1.0,0
rot_p7_5,rotation,height,1,000998.png,1,0.1383,0.0329,0.1383,-0.0386,0.0139,-0.1054,-0.0997,0.816,0.8246,63.7,78.7,1.236,0.010773,8,0.67,0
rot_p7_5,rotation,height,1,000998.png,1,0.1888,-0.0391,0.1888,0.0191,-0.003,-0.1497,-0.1698,0.813,0.8535,42.4,76.9,1.815,0.006993,8,0.197,0
rot_p7_5,rotation,height,1,000998.png,1,0.1745,0.0681,0.1745,-0.011,0.0269,-0.1064,-0.1476,0.797,0.9346,91.5,131.9,1.441,0.025922,8,0.261,0
rot_p7_5,rotation,height,1,000998.png,1,0.2658,0.0188,0.2658,0.0032,-0.0446,-0.247,-0.2211,0.775,0.6931,31.7,40.4,1.273,0.002752,8,0.382,0
rot_p7_5,rotation,height,1,001013.png,0,0.127,-0.0574,0.127,-0.0287,0.0719,-0.0696,-0.0551,0.829,0.7421,116.2,154.6,1.331,0.038519,9,1.0,1
rot_p7_5,rotation,height,1,001013.png,1,0.331,0.0967,0.331,0.0327,0.0262,-0.2344,-0.2983,0.685,0.4731,58.3,124.2,2.13,0.01552,9,0.954,0
rot_p7_5,rotation,width,1,001013.png,1,0.2913,-0.2913,-0.088,0.0466,-0.1498,0.2033,-0.1416,0.532,0.3432,63.6,153.5,2.414,0.020907,9,0.967,0
rot_p7_5,rotation,height,1,001044.png,1,0.2162,0.0249,0.2162,0.0552,-0.0326,-0.1913,-0.161,0.742,0.7537,44.7,68.1,1.524,0.006534,7,0.0,0
rot_p7_5,rotation,scale,1,001044.png,1,0.2296,0.2291,0.2301,0.0567,-0.0897,-0.001,-0.1404,0.661,0.6658,93.0,108.8,1.17,0.021739,7,0.682,0
rot_p7_5,rotation,height,1,001100.png,1,0.2035,0.1028,0.2035,0.036,-0.004,-0.1008,-0.1676,0.753,0.5951,43.2,51.7,1.194,0.004795,8,0.105,0
rot_p7_5,rotation,scale,1,001100.png,1,0.1879,0.185,0.1907,-0.0545,-0.0394,-0.0057,-0.1362,0.709,0.3675,29.8,57.1,1.918,0.003655,8,0.626,0
rot_p7_5,rotation,translation_x,0,001100.png,0,0.1774,-0.0986,0.0007,0.1774,-0.0961,0.0979,0.0788,0.581,0.3194,25.0,29.8,1.193,0.0016,8,0.464,0
rot_p7_5,rotation,height,1,001143.png,1,0.1664,0.1139,0.1664,0.0031,-0.0319,-0.0525,-0.1345,0.77,0.8622,25.5,26.9,1.057,0.001476,4,0.0,0
rot_p7_5,rotation,height,1,001143.png,1,0.2174,0.0256,0.2174,0.0387,-0.0134,-0.1917,-0.1787,0.764,0.8845,33.1,59.0,1.783,0.004195,4,0.0,0
rot_p7_5,rotation,height,1,001190.png,0,0.1368,-0.0087,0.1368,0.0287,0.0442,-0.1281,-0.0926,0.834,0.9055,100.2,131.4,1.311,0.028289,7,0.589,0
rot_p7_5,rotation,height,1,001190.png,1,0.2899,-0.0036,0.2899,-0.026,0.0106,-0.2863,-0.2639,0.74,0.8596,65.7,94.7,1.441,0.013372,7,0.433,0
rot_p7_5,rotation,height,1,001209.png,0,0.1634,-0.0753,-0.1634,-0.0298,-0.045,-0.0881,-0.1184,0.774,0.3786,74.7,153.9,2.061,0.02467,13,0.926,0
rot_p7_5,rotation,height,1,001209.png,1,0.2844,0.0446,0.2844,-0.0274,0.0167,-0.2398,-0.257,0.739,0.7334,81.5,160.9,1.974,0.028147,13,0.605,0
rot_p7_5,rotation,height,1,001209.png,1,0.2977,0.0563,0.2977,-0.005,0.003,-0.2415,-0.2927,0.73,0.5929,37.6,94.3,2.51,0.0076,13,0.91,0
rot_p7_5,rotation,height,1,001209.png,1,0.2472,-0.0349,0.2472,0.0851,-0.003,-0.2123,-0.1621,0.687,0.6785,18.5,30.3,1.643,0.001203,13,0.024,0
rot_p7_5,rotation,height,1,001209.png,1,0.3363,0.0096,0.3363,-0.0732,-0.0784,-0.3267,-0.2579,0.657,0.7218,53.7,128.2,2.385,0.014787,13,0.769,0
rot_p7_5,rotation,height,1,001209.png,1,0.2407,0.0588,0.2407,-0.1528,-0.0262,-0.1819,-0.0879,0.61,0.2967,29.8,70.4,2.362,0.004505,13,0.743,0
rot_p7_5,rotation,height,1,001226.png,1,0.1753,0.0414,0.1753,-0.0158,0.002,-0.1339,-0.1594,0.817,0.9338,48.0,63.7,1.326,0.006571,4,0.149,0
rot_p7_5,rotation,height,1,001226.png,1,0.2671,0.0463,0.2671,0.0027,0.0065,-0.2208,-0.2606,0.754,0.9257,117.4,258.5,2.202,0.065177,4,0.0,0
rot_p7_5,rotation,height,1,001276.png,1,0.1542,0.096,0.1542,0.0004,0.0504,-0.0581,-0.1037,0.791,0.9029,51.1,65.3,1.277,0.00717,6,0.444,0
trans_x_m15,translation_x,translation_x,1,000006.png,1,0.1251,-0.0592,-0.0649,-0.1251,0.0624,-0.0057,0.0602,0.686,0.8673,65.6,188.9,2.881,0.02675,4,0.0,0
trans_x_m15,translation_x,translation_x,1,000019.png,1,0.1541,0.0398,0.0349,-0.1541,0.0229,0.005,0.1142,0.709,0.947,132.3,194.4,1.47,0.055217,2,0.0,0
trans_x_m15,translation_x,translation_x,1,000029.png,1,0.1379,0.0577,0.012,-0.1379,0.0526,0.0457,0.0801,0.696,0.5179,29.7,35.8,1.206,0.00228,1,0.0,0
trans_x_m15,translation_x,width,0,000060.png,0,0.2762,-0.2762,-0.0649,-0.1114,0.0218,0.2113,-0.1648,0.677,0.283,19.7,49.8,2.527,0.002105,2,0.0,0
trans_x_m15,translation_x,width,0,000075.png,0,0.1413,-0.1413,-0.0166,0.1143,0.0347,0.1247,-0.027,0.733,0.4814,25.3,49.2,1.942,0.002674,5,0.0,0
trans_x_m15,translation_x,translation_x,1,000075.png,1,0.1659,0.0219,-0.0141,-0.1659,0.0031,0.0077,0.144,0.709,0.9116,55.8,79.3,1.42,0.009504,5,0.495,0
trans_x_m15,translation_x,translation_x,1,000088.png,1,0.1459,0.0519,-0.0655,-0.1459,0.0108,-0.0136,0.0804,0.709,0.8502,59.7,187.4,3.139,0.024025,1,0.0,0
trans_x_m15,translation_x,translation_x,1,000107.png,1,0.1414,0.0046,0.0213,-0.1414,0.0289,-0.0167,0.1201,0.716,0.9311,132.6,200.4,1.511,0.057037,7,0.448,0
trans_x_m15,translation_x,translation_x,1,000107.png,1,0.1156,-0.0768,0.0224,-0.1156,0.0911,0.0545,0.0388,0.668,0.7325,48.0,66.9,1.393,0.006901,7,0.652,0
trans_x_m15,translation_x,width,0,000136.png,0,0.1698,0.1698,0.04,0.0714,-0.0001,0.1299,-0.0984,0.822,0.7334,57.5,162.3,2.823,0.020033,6,0.403,0
trans_x_m15,translation_x,translation_x,1,000136.png,1,0.1358,0.0251,0.0058,-0.1358,-0.0123,0.0193,0.1107,0.747,0.8907,39.2,52.7,1.345,0.004433,6,0.03,0
trans_x_m15,translation_x,translation_x,1,000136.png,0,0.1025,-0.0008,-0.033,0.1025,-0.0467,-0.0322,0.0695,0.746,0.7895,27.8,35.1,1.264,0.002093,6,0.069,0
trans_x_m15,translation_x,height,0,000136.png,1,0.184,0.0376,0.184,-0.1656,0.1417,-0.1464,-0.0184,0.572,0.7836,36.9,68.8,1.865,0.005446,6,0.154,0
trans_x_m15,translation_x,translation_x,1,000178.png,1,0.1423,-0.0002,0.0355,-0.1423,0.0004,-0.0352,0.1068,0.728,0.9329,167.6,262.8,1.568,0.094583,8,0.345,0
trans_x_m15,translation_x,translation_x,1,000178.png,1,0.1797,0.015,0.0294,-0.1797,0.0145,-0.0145,0.1502,0.68,0.9092,62.7,85.1,1.357,0.011449,8,0.548,0
trans_x_m15,translation_x,height,0,000286.png,1,0.1348,0.0327,0.1348,-0.0801,0.0708,-0.1021,-0.0548,0.753,0.4303,42.2,54.9,1.3,0.004975,11,0.643,0
trans_x_m15,translation_x,translation_x,1,000286.png,1,0.1485,-0.0006,0.0032,-0.1485,0.005,-0.0025,0.1453,0.735,0.9116,197.4,355.8,1.803,0.15079,11,0.279,1
trans_x_m15,translation_x,translation_x,1,000286.png,1,0.1643,-0.0332,0.0629,-0.1643,0.0193,-0.0297,0.1013,0.678,0.7852,22.0,25.4,1.156,0.001201,11,0.0,0
trans_x_m15,translation_x,translation_x,1,000357.png,0,0.1061,0.0784,0.0416,-0.1061,-0.0603,0.0368,0.0277,0.73,0.5936,39.9,56.8,1.424,0.004859,8,0.661,0
trans_x_m15,translation_x,translation_x,1,000357.png,1,0.1459,-0.0102,-0.0083,-0.1459,0.0157,0.0019,0.1356,0.724,0.9183,126.9,244.8,1.929,0.066579,8,0.295,0
trans_x_m15,translation_x,translation_x,1,000357.png,1,0.1504,0.0032,-0.0543,-0.1504,-0.0451,-0.0511,0.0962,0.681,0.8821,137.9,106.6,0.773,0.031517,8,0.167,1
trans_x_m15,translation_x,translation_x,1,000386.png,1,0.1039,0.0167,-0.0314,-0.1039,0.0307,-0.0148,0.0724,0.769,0.8681,34.5,47.0,1.362,0.003471,8,0.361,0
trans_x_m15,translation_x,translation_x,1,000386.png,1,0.1117,0.0982,0.0794,-0.1117,0.0191,0.0188,0.0135,0.751,0.7752,34.8,58.7,1.686,0.00438,8,0.414,0
trans_x_m15,translation_x,translation_x,1,000386.png,1,0.1256,-0.0223,0.0596,-0.1256,-0.0117,-0.0372,0.0661,0.736,0.8383,38.4,45.6,1.189,0.003753,8,0.0,0
trans_x_m15,translation_x,translation_x,1,000386.png,1,0.1533,-0.0093,-0.0278,-0.1533,0.0136,-0.0185,0.1255,0.715,0.9544,200.2,414.0,2.067,0.177638,8,0.314,1
trans_x_m15,translation_x,scale,0,000386.png,1,0.1555,-0.1289,-0.182,-0.0585,-0.0254,-0.0531,-0.1236,0.713,0.3354,82.4,189.6,2.303,0.033474,8,1.0,0
trans_x_m15,translation_x,translation_x,1,000421.png,1,0.1314,-0.0343,0.0231,-0.1314,0.0421,0.0113,0.097,0.71,0.6543,31.4,73.9,2.351,0.004991,7,0.627,0
trans_x_m15,translation_x,translation_x,1,000421.png,1,0.1573,-0.0136,-0.0128,-0.1573,0.0214,0.0007,0.1437,0.7,0.8709,33.7,85.6,2.541,0.006191,7,0.0,0
trans_x_m15,translation_x,translation_x,1,000421.png,1,0.1568,-0.0599,0.0206,-0.1568,0.0565,0.0393,0.0969,0.655,0.6508,19.8,41.9,2.121,0.001777,7,0.0,0
trans_x_m15,translation_x,scale,0,000421.png,1,0.324,-0.3787,-0.2693,-0.2232,-0.052,0.1095,-0.1556,0.419,0.4469,27.3,66.8,2.445,0.00392,7,0.533,0
trans_x_m15,translation_x,translation_x,1,000456.png,1,0.1302,-0.0237,0.0404,-0.1302,0.0261,-0.0167,0.0897,0.733,0.6662,29.2,33.0,1.128,0.00207,2,0.0,0
trans_x_m15,translation_x,translation_x,1,000456.png,1,0.1488,-0.0077,0.0056,-0.1488,0.042,0.0021,0.1411,0.688,0.906,82.1,98.0,1.193,0.017284,2,0.0,0
trans_x_m15,translation_x,translation_x,1,000460.png,1,0.1366,0.0054,-0.0472,-0.1366,0.0184,-0.0418,0.0894,0.729,0.8993,105.4,319.8,3.033,0.074461,1,0.0,0
trans_x_m15,translation_x,translation_x,1,000462.png,1,0.1314,-0.034,0.0011,-0.1314,-0.004,0.0329,0.0974,0.759,0.9278,210.2,284.5,1.354,0.128416,7,0.198,1
trans_x_m15,translation_x,translation_x,1,000462.png,1,0.1612,-0.0067,0.0159,-0.1612,0.0011,-0.0092,0.1453,0.712,0.9171,129.2,238.0,1.842,0.066031,7,0.476,0
trans_x_m15,translation_x,width,0,000493.png,1,0.1643,-0.1643,-0.0118,-0.0053,0.0117,0.1525,-0.1526,0.817,0.8197,34.4,42.6,1.238,0.003145,4,0.0,0
trans_x_m15,translation_x,translation_x,1,000493.png,1,0.1434,-0.0031,-0.013,-0.1434,0.0013,-0.01,0.1304,0.74,0.8452,192.2,292.2,1.521,0.120576,4,0.0,1
trans_x_m15,translation_x,translation_x,1,000493.png,1,0.1653,-0.0328,-0.0313,-0.1653,-0.0128,0.0015,0.1324,0.693,0.8875,44.0,59.7,1.355,0.005641,4,0.0,0
trans_x_m15,translation_x,translation_x,1,000512.png,1,0.1676,-0.0117,0.0332,-0.1676,-0.0199,-0.0215,0.1344,0.688,0.864,31.9,57.1,1.791,0.003905,1,0.0,0
trans_x_m15,translation_x,translation_x,1,000521.png,1,0.1206,0.0654,0.0464,-0.1206,0.0511,0.019,0.0552,0.722,0.8512,25.9,25.7,0.994,0.001432,4,0.0,0
